157760,MDC_CONC_DRUG,MDC_DIM_X_G_PER_ML,g/mL,MDC_DIM_MILLI_G_PER_ML,mg/mL,MDC_DIM_MICRO_G_PER_ML,ug/mL,MDC_DIM_NANO_G_PER_ML,ng/mL,MDC_DIM_MILLI_MOLE_PER_ML,mmol/mL,MDC_DIM_MILLI_EQUIV_PER_ML,meq/mL,MDC_DIM_X_INTL_UNIT_PER_ML,[iU]/mL,MDC_DIM_MILLI_INTL_UNIT_PER_ML,m[iU]/mL,MDC_DIM_MEGA_INTL_UNIT_PER_ML,M[iU]/mL,MDC_DIM_KILO_INTL_UNIT_PER_ML,k[iU]/mL,MDC_DIM_X_ARB_UNIT_PER_ML,[arb'U]/mL,MDC_DIM_MEGA_ARB_UNIT_PER_ML,M[arb'U]/mL,MDC_DIM_KILO_ARB_UNIT_PER_ML,k[arb'U]/mL,MDC_DIM_MILLI_ARB_UNIT_PER_ML,m[arb'U]/mL
153008,MDC_CONC_GASDLV_AR,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153012,MDC_CONC_GASDLV_AR_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153016,MDC_CONC_GASDLV_AR_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153020,MDC_CONC_GASDLV_CO2,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153024,MDC_CONC_GASDLV_CO2_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153028,MDC_CONC_GASDLV_CO2_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152052,MDC_CONC_GASDLV_DESFL,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152140,MDC_CONC_GASDLV_DESFL_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152200,MDC_CONC_GASDLV_DESFL_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
16929416,MDC_CONC_GASDLV_DESFL_INSP_SETTING,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152056,MDC_CONC_GASDLV_ENFL,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152144,MDC_CONC_GASDLV_ENFL_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152204,MDC_CONC_GASDLV_ENFL_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
16929420,MDC_CONC_GASDLV_ENFL_INSP_SETTING,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152060,MDC_CONC_GASDLV_HALOTH,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152148,MDC_CONC_GASDLV_HALOTH_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152208,MDC_CONC_GASDLV_HALOTH_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
16929424,MDC_CONC_GASDLV_HALOTH_INSP_SETTING,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153056,MDC_CONC_GASDLV_HE,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153060,MDC_CONC_GASDLV_HE_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153064,MDC_CONC_GASDLV_HE_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152068,MDC_CONC_GASDLV_ISOFL,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152156,MDC_CONC_GASDLV_ISOFL_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152216,MDC_CONC_GASDLV_ISOFL_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
16929432,MDC_CONC_GASDLV_ISOFL_INSP_SETTING,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153080,MDC_CONC_GASDLV_N2,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152076,MDC_CONC_GASDLV_N2O,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152164,MDC_CONC_GASDLV_N2O_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152224,MDC_CONC_GASDLV_N2O_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153084,MDC_CONC_GASDLV_N2_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153088,MDC_CONC_GASDLV_N2_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153112,MDC_CONC_GASDLV_NO,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152072,MDC_CONC_GASDLV_NO2,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152160,MDC_CONC_GASDLV_NO2_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152220,MDC_CONC_GASDLV_NO2_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153116,MDC_CONC_GASDLV_NO_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153120,MDC_CONC_GASDLV_NO_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153136,MDC_CONC_GASDLV_O2,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
151912,MDC_CONC_GASDLV_O2_DELTA,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153140,MDC_CONC_GASDLV_O2_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153144,MDC_CONC_GASDLV_O2_INSP,MDC_DIM_PERCENT,%,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_MILLI_BAR,mbar
16930360,MDC_CONC_GASDLV_O2_INSP_SETTING,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152064,MDC_CONC_GASDLV_SEVOFL,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152152,MDC_CONC_GASDLV_SEVOFL_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
152212,MDC_CONC_GASDLV_SEVOFL_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
16929428,MDC_CONC_GASDLV_SEVOFL_INSP_SETTING,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153188,MDC_CONC_GASDLV_XE,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153192,MDC_CONC_GASDLV_XE_EXP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
153196,MDC_CONC_GASDLV_XE_INSP,MDC_DIM_PERCENT,%,MDC_DIM_VOL_PERCENT,%{vol},MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_BAR,mbar
160204,MDC_CONC_GLU_ARTERIAL_PLASMA,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160200,MDC_CONC_GLU_ARTERIAL_WHOLEBLOOD,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160188,MDC_CONC_GLU_CAPILLARY_PLASMA,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160184,MDC_CONC_GLU_CAPILLARY_WHOLEBLOOD,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160208,MDC_CONC_GLU_CONTROL,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160380,MDC_CONC_GLU_CONTROL_LEVEL_HIGH,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160372,MDC_CONC_GLU_CONTROL_LEVEL_LOW,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160376,MDC_CONC_GLU_CONTROL_LEVEL_MEDIUM,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160384,MDC_CONC_GLU_CONTROL_LEVEL_UNDETERMINED,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160020,MDC_CONC_GLU_GEN,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160212,MDC_CONC_GLU_ISF,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160368,MDC_CONC_GLU_UNDETERMINED_PLASMA,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160364,MDC_CONC_GLU_UNDETERMINED_WHOLEBLOOD,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160196,MDC_CONC_GLU_VENOUS_PLASMA,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160192,MDC_CONC_GLU_VENOUS_WHOLEBLOOD,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_L,g/L
160220,MDC_CONC_HBA1C,MDC_DIM_PERCENT,%,MDC_DIM_MILLI_MOLE_PER_MOLE,mmol/mol
159764,MDC_CONC_HB_ART,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_G_PER_DL,g/dL,MDC_DIM_G_PER_L,g/L,MDC_DIM_G_PER_CL,g/cL
159768,MDC_CONC_HB_O2_ART,MDC_DIM_MILLI_L_PER_DL,mL/dL
159816,MDC_CONC_HB_O2_VEN,MDC_DIM_MILLI_L_PER_DL,mL/dL
159760,MDC_CONC_HCO3_ART,MDC_DIM_MILLI_MOLE_PER_L,mmol/L
160008,MDC_CONC_HCO3_GEN,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_MILLI_EQUIV_PER_L,meq/L
160068,MDC_CONC_HCT_ART,MDC_DIM_PERCENT,%
160132,MDC_CONC_HCT_GEN,MDC_DIM_PERCENT,%,MDC_DIM_PCT_PCV,%{pcv}
160016,MDC_CONC_K_GEN,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_MILLI_EQUIV_PER_L,meq/L
152872,MDC_CONC_MAC,MDC_DIM_DIMLESS,{unitless},1,MDC_DIM_PERCENT,%
152864,MDC_CONC_MAC_SUM,MDC_DIM_DIMLESS,{unitless},1
152868,MDC_CONC_MAC_SUM_AGE_CORR,MDC_DIM_DIMLESS,{unitless},1
160012,MDC_CONC_NA_GEN,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_MILLI_EQUIV_PER_L,meq/L
159960,MDC_CONC_NA_SERUM,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_MILLI_EQUIV_PER_L,meq/L
159852,MDC_CONC_NA_URINE,MDC_DIM_MILLI_MOLE_PER_L,mmol/L,MDC_DIM_MILLI_EQUIV_PER_L,meq/L
184288,MDC_CONC_O2_MICROENV,MDC_DIM_PERCENT,%
16961504,MDC_CONC_O2_MICROENV_SETTING,MDC_DIM_PERCENT,%
159752,MDC_CONC_PCO2_ART,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_MOLE_PER_L,mmol/L
152848,MDC_CONC_PCO2_ART_PULM,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
160308,MDC_CONC_PCO2_GASTRIC_ART_DIFF,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
160312,MDC_CONC_PCO2_GASTRIC_ET_DIFF,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
160316,MDC_CONC_PCO2_GASTRIC_MUCOSAL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
160064,MDC_CONC_PCO2_GEN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
159800,MDC_CONC_PCO2_VEN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
159748,MDC_CONC_PH_ART,MDC_DIM_PH,[pH]
160004,MDC_CONC_PH_GEN,MDC_DIM_PH,[pH]
160320,MDC_CONC_PH_INTRAMUCOSAL,MDC_DIM_PH,[pH]
159796,MDC_CONC_PH_VEN,MDC_DIM_PH,[pH]
159756,MDC_CONC_PO2_ART,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
152844,MDC_CONC_PO2_ART_VEN_DIFF,MDC_DIM_MILLI_L_PER_DL,mL/dL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
160116,MDC_CONC_PO2_GEN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
159804,MDC_CONC_PO2_VEN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_MILLI_L_PER_DL,mL/dL
160080,MDC_CONC_UREA_ART,MDC_DIM_MILLI_G_PER_DL,mg/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L
8417764,MDC_CTXT_GLU_CARB,MDC_DIM_G,g
8417768,MDC_CTXT_GLU_CARB_BREAKFAST,MDC_DIM_G,g
8417792,MDC_CTXT_GLU_CARB_BRUNCH,MDC_DIM_G,g
8417776,MDC_CTXT_GLU_CARB_DINNER,MDC_DIM_G,g
8417784,MDC_CTXT_GLU_CARB_DRINK,MDC_DIM_G,g
8417772,MDC_CTXT_GLU_CARB_LUNCH,MDC_DIM_G,g
8417767,MDC_CTXT_GLU_CARB_NO_ENTRY,MDC_DIM_G,g
8417769,MDC_CTXT_GLU_CARB_NO_INGESTION,MDC_DIM_G,g
8417766,MDC_CTXT_GLU_CARB_OTHER,MDC_DIM_G,g
8417780,MDC_CTXT_GLU_CARB_SNACK,MDC_DIM_G,g
8417788,MDC_CTXT_GLU_CARB_SUPPER,MDC_DIM_G,g
8417765,MDC_CTXT_GLU_CARB_UNDETERMINED,MDC_DIM_G,g
8417760,MDC_CTXT_GLU_EXERCISE,MDC_DIM_PERCENT,%
8417796,MDC_CTXT_MEDICATION,MDC_DIM_MILLI_L,mL,MDC_DIM_MILLI_G,mg,MDC_DIM_INTL_UNIT,[iU]
8417808,MDC_CTXT_MEDICATION_INTERMEDIATEACTING,MDC_DIM_MILLI_L,mL,MDC_DIM_MILLI_G,mg,MDC_DIM_INTL_UNIT,[iU]
8417812,MDC_CTXT_MEDICATION_LONGACTING,MDC_DIM_MILLI_L,mL,MDC_DIM_MILLI_G,mg,MDC_DIM_INTL_UNIT,[iU]
8417816,MDC_CTXT_MEDICATION_PREMIX,MDC_DIM_MILLI_L,mL,MDC_DIM_MILLI_G,mg,MDC_DIM_INTL_UNIT,[iU]
8417800,MDC_CTXT_MEDICATION_RAPIDACTING,MDC_DIM_MILLI_L,mL,MDC_DIM_MILLI_G,mg,MDC_DIM_INTL_UNIT,[iU]
8417804,MDC_CTXT_MEDICATION_SHORTACTING,MDC_DIM_MILLI_L,mL,MDC_DIM_MILLI_G,mg,MDC_DIM_INTL_UNIT,[iU]
70048,MDC_DEV_PUMP_INFUS_LVP,MDC_DIM_DIMLESS,{unitless},1
70049,MDC_DEV_PUMP_INFUS_LVP_MDS,MDC_DIM_NOS,{unknown}
70050,MDC_DEV_PUMP_INFUS_LVP_VMD,MDC_DIM_DIMLESS,{unitless},1
70056,MDC_DEV_PUMP_INFUS_PCA,MDC_DIM_NOS,{unknown}
70059,MDC_DEV_PUMP_INFUS_PCA_CHAN,MDC_DIM_DIMLESS,{unitless},1
70057,MDC_DEV_PUMP_INFUS_PCA_MDS,MDC_DIM_NOS,{unknown}
70060,MDC_DEV_PUMP_INFUS_PCA_SYRINGE,MDC_DIM_NOS,{unknown}
70061,MDC_DEV_PUMP_INFUS_PCA_SYRINGE_MDS,MDC_DIM_NOS,{unknown}
70062,MDC_DEV_PUMP_INFUS_PCA_SYRINGE_VMD,MDC_DIM_DIMLESS,{unitless},1
70058,MDC_DEV_PUMP_INFUS_PCA_VMD,MDC_DIM_DIMLESS,{unitless},1
70052,MDC_DEV_PUMP_INFUS_SYRINGE,MDC_DIM_NOS,{unknown}
70055,MDC_DEV_PUMP_INFUS_SYRINGE_CHAN,MDC_DIM_DIMLESS,{unitless},1
70053,MDC_DEV_PUMP_INFUS_SYRINGE_MDS,MDC_DIM_NOS,{unknown}
70054,MDC_DEV_PUMP_INFUS_SYRINGE_VMD,MDC_DIM_DIMLESS,{unitless},1
158019,MDC_DOSE_CLINICIAN,MDC_DIM_X_G_PER_KG,g/kg,MDC_DIM_MILLI_G_PER_KG,mg/kg,MDC_DIM_MICRO_G_PER_KG,ug/kg,MDC_DIM_NANO_G_PER_KG,ng/kg,MDC_DIM_MILLI_L,mL,MDC_DIM_X_G,g,MDC_DIM_MILLI_G,mg,MDC_DIM_MICRO_G,ug,MDC_DIM_NANO_G,ng,MDC_DIM_X_G_PER_M_SQ,g/m2,MDC_DIM_KILO_G_PER_M_SQ,kg/m2,MDC_DIM_MILLI_G_PER_M_SQ,mg/m2,MDC_DIM_MICRO_G_PER_M_SQ,ug/m2,MDC_DIM_NANO_G_PER_M_SQ,ng/m2,MDC_DIM_MILLI_L_PER_KG,mL/kg,MDC_DIM_X_MOLE,mol,MDC_DIM_MILLI_MOLE,mmol,MDC_DIM_X_EQUIV,eq,MDC_DIM_MILLI_EQUIV,meq,MDC_DIM_X_MOLE_PER_KG,mol/kg,MDC_DIM_MILLI_MOLE_PER_KG,mmol/kg,MDC_DIM_X_MOLE_PER_M_SQ,mol/m2,MDC_DIM_MILLI_MOLE_PER_M_SQ,mmol/m2,MDC_DIM_X_EQUIV_PER_KG,eq/kg,MDC_DIM_MILLI_EQUIV_PER_KG,meq/kg,MDC_DIM_X_EQUIV_PER_M_SQ,eq/m2,MDC_DIM_MILLI_EQUIV_PER_M_SQ,meq/m2,MDC_DIM_X_INTL_UNIT,[iU],MDC_DIM_MILLI_INTL_UNIT,m[iU],MDC_DIM_MEGA_INTL_UNIT,M[iU],MDC_DIM_X_INTL_UNIT_PER_KG,[iU]/kg,MDC_DIM_MILLI_INTL_UNIT_PER_KG,m[iU]/kg,MDC_DIM_MEGA_INTL_UNIT_PER_KG,M[iU]/kg,MDC_DIM_X_INTL_UNIT_PER_M_SQ,[iU]/m2,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ,m[iU]/m2,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ,M[iU]/m2,MDC_DIM_KILO_INTL_UNIT,k[iU],MDC_DIM_KILO_INTL_UNIT_PER_KG,k[iU]/kg,MDC_DIM_X_ARB_UNIT,[arb'U],MDC_DIM_X_ARB_UNIT_PER_KG,[arb'U]/kg,MDC_DIM_X_ARB_UNIT_PER_M_SQ,[arb'U]/m2,MDC_DIM_MEGA_ARB_UNIT,M[arb'U],MDC_DIM_MEGA_ARB_UNIT_PER_KG,M[arb'U]/kg,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ,M[arb'U]/m2,MDC_DIM_KILO_ARB_UNIT,k[arb'U],MDC_DIM_KILO_ARB_UNIT_PER_KG,k[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT,m[arb'U],MDC_DIM_MILLI_ARB_UNIT_PER_KG,m[arb'U]/kg,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ,m[arb'U]/m2
